,COMPANY,DATE,PRICE OF LAST TRANSACTION,MAX,MIN,AVERAGE PRICE,% PERCENT,QUANTITY,REVENUE IN BEST DENARS,TOTAL REVENUE IN DENARS
0,ADIN,2024-10-21,1650.0,1650.0,1650.0,1650.0,-294.0,208.0,343200.0,343200.0
1,ADIN,2024-10-18,1700.0,1700.0,1700.0,1700.0,0.0,2.0,3400.0,3400.0
2,ADIN,2024-10-10,1700.0,1700.0,1700.0,1700.0,-286.0,200.0,340000.0,340000.0
3,ADIN,2024-10-09,1750.0,1750.0,1750.0,1750.0,-278.0,16.0,28000.0,28000.0
4,ADIN,2024-10-02,1800.0,1800.0,1800.0,1800.0,0.0,100.0,180000.0,180000.0
5,ADIN,2024-09-24,1800.0,1800.0,1800.0,1800.0,0.0,16.0,28800.0,28800.0
6,ADIN,2024-09-23,1800.0,1800.0,1800.0,1800.0,169.0,94.0,169200.0,169200.0
7,ADIN,2024-09-20,1770.0,1770.0,1770.0,1770.0,412.0,135.0,238950.0,238950.0
8,ADIN,2024-09-19,1700.0,1700.0,1700.0,1700.0,328.0,200.0,340000.0,340000.0
9,ADIN,2024-09-18,1646.0,1646.0,1646.0,1646.0,0.0,10.0,16460.0,16460.0
10,ADIN,2024-09-17,1646.0,1646.0,1646.0,1646.0,0.0,265.0,436190.0,436190.0
11,ADIN,2024-09-13,1646.0,1646.0,1646.0,1646.0,288.0,120.0,197520.0,197520.0
12,ADIN,2024-08-26,1600.0,1600.0,1600.0,1600.0,-62.0,150.0,240000.0,240000.0
13,ADIN,2024-08-23,1610.0,1610.0,1610.0,1610.0,-237.0,83.0,133630.0,133630.0
14,ADIN,2024-08-14,1649.0,1649.0,1649.0,1649.0,957.0,15.0,24735.0,24735.0
15,ADIN,2024-08-13,1505.0,1505.0,1505.0,1505.0,33.0,100.0,150500.0,150500.0
16,ADIN,2024-08-07,1500.0,1500.0,1500.0,1500.0,0.0,200.0,300000.0,300000.0
17,ADIN,2024-07-30,1500.0,1500.0,1500.0,1500.0,0.0,240.0,360000.0,360000.0
18,ADIN,2024-07-29,1500.0,1500.0,1500.0,1500.0,0.0,600.0,900000.0,900000.0
19,ADIN,2024-07-12,1500.0,1500.0,1500.0,1500.0,0.0,368.0,552000.0,552000.0
20,ADIN,2024-07-10,1500.0,1500.0,1500.0,1500.0,-625.0,600.0,900000.0,900000.0
21,ADIN,2024-06-27,1600.0,1600.0,1600.0,1600.0,-533.0,200.0,320000.0,320000.0
22,ADIN,2024-05-29,1690.0,1690.0,1690.0,1690.0,12.0,50.0,84500.0,84500.0
23,ADIN,2024-05-17,1688.0,1688.0,1688.0,1688.0,-53.0,76.0,128288.0,128288.0
24,ADIN,2024-05-14,1697.0,1697.0,1697.0,1697.0,4142.0,50.0,84850.0,84850.0
25,ADIN,2024-02-05,1200.0,1200.0,1200.0,1200.0,0.0,153.0,183600.0,183600.0
26,ADIN,2024-01-31,1200.0,1200.0,1200.0,1200.0,2000.0,295.0,354000.0,354000.0
27,ADIN,2023-12-19,1000.0,1000.0,1000.0,1000.0,0.0,100.0,100000.0,100000.0
28,ADIN,2023-11-29,1000.0,1000.0,1000.0,1000.0,0.0,600.0,600000.0,600000.0
29,ADIN,2023-11-13,1000.0,1000.0,1000.0,1000.0,0.0,260.0,260000.0,260000.0
30,ADIN,2023-11-09,1000.0,1000.0,1000.0,1000.0,0.0,200.0,200000.0,200000.0
31,ADIN,2023-10-05,1000.0,1000.0,1000.0,1000.0,1561.0,100.0,100000.0,100000.0
32,ADIN,2023-07-11,86500.0,86500.0,86500.0,86500.0,176.0,70.0,60550.0,60550.0
33,ADIN,2023-07-06,85000.0,85000.0,85000.0,85000.0,1773.0,100.0,85000.0,85000.0
34,ADIN,2023-02-14,72200.0,72200.0,72200.0,72200.0,-1405.0,505.0,364610.0,364610.0
35,ADIN,2023-01-20,84000.0,84000.0,84000.0,84000.0,0.0,95.0,79800.0,79800.0
36,ADIN,2022-12-23,84000.0,84000.0,84000.0,84000.0,294.0,120.0,100800.0,100800.0
37,ADIN,2022-12-16,81600.0,81600.0,81600.0,81600.0,12.0,400.0,326400.0,326400.0
38,ADIN,2022-11-23,81500.0,81500.0,81500.0,81500.0,0.0,200.0,163000.0,163000.0
39,ADIN,2022-07-22,81500.0,81500.0,81500.0,81500.0,124.0,10.0,8150.0,8150.0
40,ADIN,2022-05-31,80500.0,80500.0,80500.0,80500.0,294.0,50.0,40250.0,40250.0
41,ADIN,2022-05-12,78200.0,78200.0,78200.0,78200.0,289.0,10.0,7820.0,7820.0
42,ADIN,2022-03-18,76000.0,76000.0,76000.0,76000.0,120.0,550.0,418000.0,418000.0
43,ADIN,2022-03-16,75100.0,75100.0,75100.0,75100.0,13.0,1.1,826100.0,826100.0
44,ADIN,2022-03-07,75000.0,75000.0,75000.0,75000.0,0.0,100.0,75000.0,75000.0
45,ADIN,2022-02-24,75000.0,75000.0,75000.0,75000.0,246.0,120.0,90000.0,90000.0
46,ADIN,2022-02-21,73200.0,73200.0,73200.0,73200.0,295.0,30.0,21960.0,21960.0
47,ADIN,2022-01-17,71100.0,71100.0,71100.0,71100.0,99.0,30.0,21330.0,21330.0
48,ADIN,2022-01-13,70400.0,70400.0,70400.0,70400.0,57.0,25.0,17600.0,17600.0
49,ADIN,2021-11-17,70000.0,70000.0,70000.0,70000.0,0.0,50.0,35000.0,35000.0
50,ADIN,2021-10-27,70000.0,70000.0,70000.0,70000.0,0.0,61.0,42700.0,42700.0
51,ADIN,2021-10-22,70000.0,70000.0,70000.0,70000.0,0.0,30.0,21000.0,21000.0
52,ADIN,2021-09-27,70000.0,70000.0,70000.0,70000.0,279.0,61.0,42700.0,42700.0
53,ADIN,2021-09-21,68100.0,68100.0,68100.0,68100.0,445.0,50.0,34050.0,34050.0
54,ADIN,2021-07-27,65200.0,65200.0,65200.0,65200.0,-136.0,50.0,32600.0,32600.0
55,ADIN,2021-06-30,66100.0,66100.0,66100.0,66100.0,442.0,50.0,33050.0,33050.0
56,ADIN,2021-05-14,63300.0,63300.0,63300.0,63300.0,-1560.0,100.0,63300.0,63300.0
57,ADIN,2021-05-05,75000.0,75000.0,75000.0,75000.0,0.0,50.0,37500.0,37500.0
58,ADIN,2021-04-28,75000.0,75000.0,75000.0,75000.0,0.0,120.0,90000.0,90000.0
59,ADIN,2021-04-23,75000.0,75000.0,75000.0,75000.0,0.0,50.0,37500.0,37500.0
60,ADIN,2021-03-25,75000.0,75000.0,75000.0,75000.0,0.0,450.0,337500.0,337500.0
61,ADIN,2021-03-12,75000.0,75000.0,75000.0,75000.0,0.0,50.0,37500.0,37500.0
62,ADIN,2021-03-01,75000.0,75000.0,75000.0,75000.0,260.0,170.0,127500.0,127500.0
63,ADIN,2021-02-23,73100.0,73100.0,73100.0,73100.0,428.0,168.0,122808.0,122808.0
64,ADIN,2021-02-16,70100.0,70100.0,70100.0,70100.0,159.0,50.0,35050.0,35050.0
65,ADIN,2021-01-21,69000.0,69000.0,69000.0,69000.0,0.0,129.0,89010.0,89010.0
66,ADIN,2021-01-20,69000.0,69000.0,69000.0,69000.0,0.0,129.0,89010.0,89010.0
67,ADIN,2021-01-18,69000.0,69000.0,69000.0,69000.0,162.0,40.0,27600.0,27600.0
68,ADIN,2021-01-05,67900.0,67900.0,67900.0,67900.0,0.0,22.0,14938.0,14938.0
69,ADIN,2020-12-14,67900.0,67900.0,67900.0,67900.0,-300.0,25.0,16975.0,16975.0
70,ADIN,2020-11-26,70000.0,70000.0,70000.0,70000.0,0.0,70.0,49000.0,49000.0
71,ADIN,2020-11-24,70000.0,70000.0,70000.0,70000.0,14.0,360.0,252000.0,252000.0
72,ADIN,2020-11-23,69900.0,69900.0,69900.0,69900.0,-14.0,200.0,139800.0,139800.0
73,ADIN,2020-11-18,70000.0,70000.0,70000.0,70000.0,0.0,340.0,238000.0,238000.0
74,ADIN,2020-11-16,70000.0,70000.0,70000.0,70000.0,0.0,300.0,210000.0,210000.0
75,ADIN,2020-11-13,70000.0,70000.0,70000.0,70000.0,511.0,185.0,129500.0,129500.0
76,ADIN,2020-11-12,66600.0,66600.0,66600.0,66600.0,777.0,15.0,9990.0,9990.0
77,ADIN,2020-08-05,61800.0,61800.0,61800.0,61800.0,0.0,2.4,1483.2,1483200.0
78,ADIN,2020-07-30,61800.0,61800.0,61800.0,61800.0,0.0,200.0,123600.0,123600.0
79,ADIN,2020-07-06,61800.0,61800.0,61800.0,61800.0,0.0,100.0,61800.0,61800.0
80,ADIN,2020-07-02,61800.0,61800.0,61800.0,61800.0,0.0,150.0,92700.0,92700.0
81,ADIN,2020-06-30,61800.0,61800.0,61800.0,61800.0,300.0,1.0,618000.0,618000.0
82,ADIN,2020-06-29,60000.0,60000.0,60000.0,60000.0,-909.0,300.0,180000.0,180000.0
83,ADIN,2019-09-19,66000.0,66000.0,66000.0,66000.0,-280.0,300.0,198000.0,198000.0
84,ADIN,2019-09-03,67900.0,67900.0,67900.0,67900.0,288.0,115.0,78085.0,78085.0
85,ADIN,2019-08-27,66000.0,66000.0,66000.0,66000.0,645.0,2.94,1940.4,1940400.0
86,ADIN,2019-08-14,62000.0,62000.0,62000.0,62000.0,0.0,100.0,62000.0,62000.0
87,ADIN,2019-08-08,62000.0,62000.0,62000.0,62000.0,-869.0,1.504,932480.0,932480.0
88,ADIN,2019-06-21,67900.0,67900.0,67900.0,67900.0,-300.0,400.0,271600.0,271600.0
89,ADIN,2019-05-29,70000.0,70000.0,70000.0,70000.0,802.0,885.0,619500.0,619500.0
90,ADIN,2019-04-19,64800.0,64800.0,64800.0,64800.0,0.0,20.0,12960.0,12960.0
91,ADIN,2019-04-17,64800.0,64800.0,64800.0,64800.0,-622.0,150.0,97200.0,97200.0
92,ADIN,2019-03-22,69100.0,69100.0,69100.0,69100.0,0.0,100.0,69100.0,69100.0
93,ADIN,2019-03-04,69100.0,69100.0,69100.0,69100.0,470.0,380.0,262580.0,262580.0
94,ADIN,2019-02-14,66000.0,66000.0,66000.0,66000.0,0.0,1.0,660000.0,660000.0
95,ADIN,2018-12-26,66000.0,66000.0,66000.0,66000.0,0.0,50.0,33000.0,33000.0
96,ADIN,2018-12-18,66000.0,66000.0,66000.0,66000.0,-571.0,400.0,264000.0,264000.0
97,ADIN,2018-11-29,70000.0,70000.0,70000.0,70000.0,0.0,80.0,56000.0,56000.0
98,ADIN,2018-11-28,70000.0,70000.0,70000.0,70000.0,1327.0,270.0,189000.0,189000.0
99,ADIN,2018-11-01,61800.0,61800.0,61800.0,61800.0,1036.0,360.0,222480.0,222480.0
100,ADIN,2018-09-24,56000.0,56000.0,56000.0,56000.0,0.0,15.0,8400.0,8400.0
101,ADIN,2018-09-20,56000.0,56000.0,56000.0,56000.0,54.0,500.0,280000.0,280000.0
102,ADIN,2018-09-17,55700.0,55700.0,55700.0,55700.0,-296.0,360.0,200520.0,200520.0
103,ADIN,2018-08-23,57400.0,57400.0,57400.0,57400.0,287.0,500.0,287000.0,287000.0
104,ADIN,2018-08-16,55800.0,55800.0,55800.0,55800.0,0.0,320.0,178560.0,178560.0
105,ADIN,2018-07-25,55800.0,55800.0,55800.0,55800.0,1388.0,105.0,58590.0,58590.0
106,ADIN,2018-03-07,49000.0,49000.0,49000.0,49000.0,0.0,50.0,24500.0,24500.0
107,ADIN,2018-02-14,49000.0,49000.0,49000.0,49000.0,0.0,200.0,98000.0,98000.0
108,ADIN,2018-01-29,49000.0,49000.0,49000.0,49000.0,-541.0,110.0,53900.0,53900.0
109,ADIN,2018-01-04,51800.0,51800.0,51800.0,51800.0,-300.0,350.0,181300.0,181300.0
110,ADIN,2017-11-24,53400.0,53400.0,53400.0,53400.0,-111.0,200.0,106800.0,106800.0
111,ADIN,2017-11-21,54000.0,54000.0,54000.0,54000.0,-182.0,120.0,64800.0,64800.0
112,ADIN,2017-11-20,55000.0,55000.0,55000.0,55000.0,0.0,350.0,192500.0,192500.0
113,ADIN,2017-11-16,55000.0,55000.0,55000.0,55000.0,-283.0,10.0,5500.0,5500.0
114,ADIN,2017-11-07,56600.0,56600.0,56600.0,56600.0,291.0,600.0,339600.0,339600.0
115,ADIN,2017-11-02,55000.0,55000.0,55000.0,55000.0,0.0,30.0,16500.0,16500.0
116,ADIN,2017-10-27,55000.0,55000.0,55000.0,55000.0,-1654.0,500.0,275000.0,275000.0
117,ADIN,2017-09-07,65900.0,65900.0,65900.0,65900.0,-309.0,100.0,65900.0,65900.0
118,ADIN,2017-04-27,68000.0,68000.0,68000.0,68000.0,0.0,1.288,875840.0,875840.0
119,ADIN,2017-04-25,68000.0,68000.0,68000.0,68000.0,625.0,18.308,12449.44,12449440.0
120,ADIN,2017-04-19,64000.0,64000.0,64000.0,64000.0,649.0,666.0,426240.0,426240.0
121,ADIN,2017-04-07,60100.0,60100.0,60100.0,60100.0,-609.0,10.0,6010.0,6010.0
122,ADIN,2017-04-04,64000.0,64000.0,64000.0,64000.0,16.0,1.0,640000.0,640000.0
123,ADIN,2017-03-29,63900.0,63900.0,63900.0,63900.0,-871.0,127.0,81153.0,81153.0
124,ADIN,2017-03-27,70000.0,70000.0,70000.0,70000.0,955.0,5.0,3500.0,3500.0
125,ADIN,2017-03-23,63900.0,63900.0,63900.0,63900.0,-274.0,5.0,3195.0,3195.0
126,ADIN,2017-03-13,65700.0,65700.0,65700.0,65700.0,-1000.0,15.0,9855.0,9855.0
127,ADIN,2017-03-07,73000.0,73000.0,73000.0,73000.0,542.0,155.0,113150.0,113150.0
128,ADIN,2017-03-06,73000.0,73000.0,63000.0,69250.0,95.0,40.0,27700.0,27700.0
129,ADIN,2017-03-01,68600.0,68600.0,68600.0,68600.0,-297.0,490.0,336140.0,336140.0
130,ADIN,2017-02-28,70700.0,70700.0,70700.0,70700.0,0.0,30.0,21210.0,21210.0
131,ADIN,2017-02-24,70700.0,70700.0,70700.0,70700.0,-288.0,20.0,14140.0,14140.0
132,ADIN,2017-02-17,72800.0,72800.0,72800.0,72800.0,-293.0,30.0,21840.0,21840.0
133,ADIN,2017-02-16,75000.0,75000.0,75000.0,75000.0,260.0,60.0,45000.0,45000.0
134,ADIN,2017-02-15,73100.0,73100.0,73100.0,73100.0,0.0,40.0,29240.0,29240.0
135,ADIN,2017-01-03,73100.0,73100.0,73100.0,73100.0,992.0,40.0,29240.0,29240.0
136,ADIN,2016-12-29,66500.0,66500.0,66500.0,66500.0,992.0,50.0,33250.0,33250.0
137,ADIN,2016-12-26,60500.0,60500.0,60500.0,60500.0,0.0,1.599,967395.0,967395.0
138,ADIN,2016-12-21,60500.0,60500.0,60500.0,60500.0,1000.0,8.428,5098.94,5098940.0
139,ADIN,2016-12-15,55000.0,55000.0,55000.0,55000.0,0.0,672.0,369600.0,369600.0
140,ADIN,2016-12-14,55000.0,55000.0,55000.0,55000.0,-833.0,40.0,22000.0,7986550.0
141,ADIN,2016-11-18,60000.0,60000.0,60000.0,60000.0,909.0,100.0,60000.0,60000.0
142,ADIN,2016-11-15,55000.0,55000.0,55000.0,55000.0,0.0,90.0,49500.0,49500.0
143,ADIN,2016-11-14,55000.0,55000.0,55000.0,55000.0,1000.0,100.0,55000.0,55000.0
144,ADIN,2016-11-09,50000.0,50000.0,50000.0,50000.0,0.0,200.0,100000.0,100000.0
145,ADIN,2016-11-02,50000.0,50000.0,50000.0,50000.0,101.0,200.0,100000.0,100000.0
146,ADIN,2016-11-01,49500.0,49500.0,49500.0,49500.0,291.0,199.0,98505.0,98505.0
147,ADIN,2016-10-31,48100.0,48100.0,48100.0,48100.0,322.0,160.0,76960.0,76960.0
148,ADIN,2016-10-26,46600.0,46600.0,46600.0,46600.0,287.0,5.0,2330.0,2330.0
149,ADIN,2016-10-21,45300.0,45300.0,45300.0,45300.0,995.0,1.5,679500.0,679500.0
150,ADIN,2016-10-19,41200.0,41200.0,41200.0,41200.0,300.0,356.0,146672.0,146672.0
151,ADIN,2016-10-06,40000.0,40000.0,40000.0,40000.0,390.0,196.0,78400.0,78400.0
152,ADIN,2016-10-05,38500.0,38500.0,38500.0,38500.0,0.0,1.258,484330.0,484330.0
153,ADIN,2016-09-06,38500.0,38500.0,38500.0,38500.0,0.0,25.0,9625.0,9625.0
154,ADIN,2016-09-01,38500.0,38500.0,38500.0,38500.0,1000.0,20.0,7700.0,7700.0
155,ADIN,2016-08-25,35000.0,35000.0,35000.0,35000.0,938.0,35.0,12250.0,12250.0
156,ADIN,2016-08-23,32000.0,32000.0,32000.0,32000.0,-288.0,20.0,6400.0,6400.0
157,ADIN,2016-08-15,33000.0,33000.0,32900.0,32949.0,15.0,226.0,74464.0,74464.0
158,ADIN,2016-08-10,32900.0,32900.0,32900.0,32900.0,613.0,100.0,32900.0,32900.0
159,ADIN,2016-08-08,31000.0,31000.0,31000.0,31000.0,104.0,80.0,24800.0,24800.0
160,ADIN,2016-08-05,31000.0,31000.0,30600.0,30680.0,303.0,500.0,153400.0,153400.0
161,ADIN,2016-06-23,30000.0,30000.0,28000.0,29778.0,-74.0,180.0,53600.0,53600.0
162,ADIN,2016-06-03,30000.0,30000.0,30000.0,30000.0,0.0,100.0,30000.0,30000.0
163,ADIN,2016-06-01,30000.0,30000.0,30000.0,30000.0,-33.0,350.0,105000.0,105000.0
164,ADIN,2016-05-31,30100.0,30100.0,30100.0,30100.0,33.0,110.0,33110.0,33110.0
165,ADIN,2016-05-23,30000.0,30000.0,30000.0,30000.0,33.0,1.157,347100.0,347100.0
166,ADIN,2016-05-18,29900.0,29900.0,29900.0,29900.0,-33.0,200.0,59800.0,59800.0
167,ADIN,2016-05-05,30000.0,30000.0,30000.0,30000.0,33.0,70.0,21000.0,21000.0
168,ADIN,2016-05-03,29900.0,29900.0,29900.0,29900.0,-33.0,500.0,149500.0,149500.0
169,ADIN,2016-04-05,30000.0,30000.0,30000.0,30000.0,0.0,750.0,225000.0,225000.0
170,ADIN,2016-04-01,30000.0,30000.0,30000.0,30000.0,-769.0,1.15,345000.0,345000.0
171,ADIN,2016-03-31,32500.0,32500.0,32500.0,32500.0,-299.0,1.115,362375.0,362375.0
172,ADIN,2016-03-22,33500.0,33500.0,33500.0,33500.0,-89.0,30.0,10050.0,10050.0
173,ADIN,2016-03-15,33800.0,33800.0,33800.0,33800.0,-29.0,30.0,10140.0,10140.0
174,ADIN,2016-03-11,33900.0,33900.0,33900.0,33900.0,-29.0,41.0,13899.0,13899.0
175,ADIN,2016-03-09,34000.0,34000.0,34000.0,34000.0,932.0,90.0,30600.0,30600.0
176,ADIN,2016-03-04,31100.0,31100.0,31100.0,31100.0,-986.0,50.0,15550.0,15550.0
177,ADIN,2016-01-05,34500.0,34500.0,34500.0,34500.0,0.0,50.0,17250.0,17250.0
178,ADIN,2015-12-24,34500.0,34500.0,34500.0,34500.0,0.0,10.0,3450.0,3450.0
179,ADIN,2015-11-25,34500.0,34500.0,34500.0,34500.0,1897.0,60.0,20700.0,20700.0
180,ADIN,2015-11-19,29000.0,29000.0,29000.0,29000.0,0.0,54.0,15660.0,15660.0
181,ADIN,2015-11-10,29000.0,29000.0,29000.0,29000.0,0.0,200.0,58000.0,58000.0
182,ADIN,2015-11-05,29000.0,29000.0,29000.0,29000.0,741.0,100.0,29000.0,29000.0
183,ADIN,2015-11-04,27000.0,27000.0,27000.0,27000.0,-970.0,1.167,315090.0,315090.0
184,ADIN,2015-10-30,29900.0,29900.0,29900.0,29900.0,0.0,50.0,14950.0,14950.0
185,ADIN,2015-10-28,29900.0,29900.0,29900.0,29900.0,-33.0,330.0,98670.0,98670.0
186,ADIN,2015-10-22,30000.0,30000.0,30000.0,30000.0,0.0,446.0,133800.0,133800.0
187,ADIN,2015-10-05,30000.0,30000.0,30000.0,30000.0,1321.0,100.0,30000.0,30000.0
188,ADIN,2015-08-18,26500.0,26500.0,26500.0,26500.0,600.0,1.467,388755.0,388755.0
189,ADIN,2015-06-25,25000.0,25000.0,25000.0,25000.0,-1935.0,576.0,144000.0,144000.0
190,ADIN,2015-04-14,31000.0,31000.0,31000.0,31000.0,-1733.0,100.0,31000.0,31000.0
191,ADIN,2015-03-25,37500.0,37500.0,37500.0,37500.0,218.0,5.0,1875.0,1875.0
192,ADIN,2015-02-13,36700.0,36700.0,36700.0,36700.0,0.0,50.0,18350.0,18350.0
193,ADIN,2015-02-03,36700.0,36700.0,36700.0,36700.0,0.0,396.0,145332.0,145332.0
194,ADIN,2015-02-02,36700.0,36700.0,36700.0,36700.0,0.0,575.0,211025.0,211025.0
195,ADIN,2015-01-26,36700.0,36700.0,36700.0,36700.0,280.0,25.0,9175.0,9175.0
196,ADIN,2014-12-22,35700.0,35700.0,35700.0,35700.0,-1293.0,100.0,35700.0,35700.0
197,ADIN,2014-12-05,41000.0,41000.0,41000.0,41000.0,24.0,683.0,280030.0,280030.0
198,ADIN,2014-12-04,40900.0,40900.0,40900.0,40900.0,-911.0,100.0,40900.0,40900.0
199,ADIN,2014-12-02,45000.0,45000.0,45000.0,45000.0,4754.0,180.0,81000.0,81000.0
200,ADIN,2014-11-13,30500.0,30500.0,30500.0,30500.0,2200.0,581.0,177205.0,177205.0
201,ADIN,2014-09-10,25000.0,25000.0,25000.0,25000.0,288.0,100.0,25000.0,25000.0
202,ADIN,2014-08-13,24300.0,24300.0,24300.0,24300.0,-280.0,500.0,121500.0,121500.0
203,ADIN,2014-05-23,25000.0,25000.0,25000.0,25000.0,0.0,471.0,117750.0,117750.0
204,ADIN,2014-03-14,25000.0,25000.0,25000.0,25000.0,-40.0,1.0,250000.0,250000.0
205,ADIN,2014-02-14,25100.0,25100.0,25100.0,25100.0,0.0,10.0,2510.0,2510.0
206,ADIN,2014-01-31,25100.0,25100.0,25100.0,25100.0,40.0,200.0,50200.0,50200.0
207,ALK,2024-11-14,24000.0,24000.0,23950.0,23991.57,29.0,408.0,9788.559,13733409.0
208,ALK,2024-11-13,24000.0,24000.0,23889.0,23922.38,54.0,175.0,4186.417,8110017.0
209,ALK,2024-11-12,23820.0,23821.0,23700.0,23793.41,154.0,485.0,11539.805,15449805.0
210,ALK,2024-11-11,23889.0,23889.0,23200.0,23432.42,103.0,88.0,2062.053,2062053.0
211,ALK,2024-11-08,23299.0,23400.0,23010.0,23193.84,85.0,64.0,1484.406,1484406.0
212,ALK,2024-11-07,23000.0,23000.0,22990.0,22997.62,228.0,130.0,2989.691,2989691.0
213,ALK,2024-11-06,22500.0,22502.0,22301.0,22484.06,83.0,187.0,4204.519,4204519.0
214,ALK,2024-11-05,22300.0,22300.0,22298.0,22299.74,3.0,3.434,76577.3,76577300.0
215,ALK,2024-11-04,22300.0,22300.0,22250.0,22293.98,-10.0,408.0,9095.944,9095944.0
216,ALK,2024-11-01,22300.0,22351.0,22300.0,22316.35,11.0,712.0,15889.243,26615543.0
217,ALK,2024-10-31,22250.0,22310.0,22250.0,22291.33,19.0,218.0,4859.51,4859510.0
218,ALK,2024-10-30,22250.0,22250.0,22250.0,22250.0,-1.0,86.0,1913.5,1913500.0
219,ALK,2024-10-29,22200.0,22260.0,22200.0,22252.0,-7.0,125.0,2781.5,2781500.0
220,ALK,2024-10-28,22300.0,22350.0,22250.0,22266.81,18.0,111.0,2471.616,2471616.0
221,ALK,2024-10-25,22200.0,22251.0,22200.0,22225.74,-8.0,339.0,7534.525,7534525.0
222,ALK,2024-10-24,22250.0,22251.0,22200.0,22243.51,-20.0,359.0,7985.42,7985420.0
223,ALK,2024-10-22,22250.0,22500.0,22200.0,22288.64,6.0,78.0,1738.514,1738514.0
224,ALK,2024-10-21,22250.0,22300.0,22200.0,22274.43,9.0,298.0,6637.78,6637780.0
225,ALK,2024-10-18,22250.0,22300.0,22249.0,22254.15,4.0,222.0,4940.421,4940421.0
226,ALK,2024-10-17,22250.0,22296.0,22160.0,22246.02,47.0,317.0,7051.987,7051987.0
227,ALK,2024-10-16,22295.0,22295.0,22100.0,22140.92,-45.0,74.0,1638.428,1638428.0
228,ALK,2024-10-15,22101.0,22300.0,22100.0,22240.91,-27.0,92.0,2046.164,2046164.0
229,ALK,2024-10-14,22300.0,22350.0,22300.0,22301.63,-21.0,195.0,4348.818,4348818.0
230,ALK,2024-10-10,22350.0,22400.0,22300.0,22347.5,27.0,177.0,3955.508,3955508.0
231,ALK,2024-10-09,22300.0,22300.0,22250.0,22286.23,15.0,61.0,1359.46,1359460.0
232,ALK,2024-10-08,22300.0,22300.0,22155.0,22251.97,21.0,77.0,1713.402,1713402.0
233,ALK,2024-10-07,22150.0,22250.0,22150.0,22204.41,-17.0,78.0,1731.944,1731944.0
234,ALK,2024-10-04,22201.0,22250.0,22201.0,22242.51,-12.0,72.0,1601.461,1601461.0
235,ALK,2024-10-03,22250.0,22300.0,22250.0,22269.75,-12.0,119.0,2650.1,2650100.0
236,ALK,2024-10-02,22300.0,22350.0,22250.0,22296.09,1.0,225.0,5016.62,5016620.0
237,ALK,2024-10-01,22250.0,22300.0,22250.0,22294.28,-3.0,128.0,2853.668,2853668.0
238,ALK,2024-09-30,22300.0,22303.0,22300.0,22300.96,0.0,253.0,5642.142,5642142.0
239,ALK,2024-09-27,22300.0,22301.0,22300.0,22300.39,4.0,77.0,1717.13,1717130.0
240,ALK,2024-09-26,22300.0,22300.0,22250.0,22291.8,12.0,61.0,1359.8,1359800.0
241,ALK,2024-09-25,22222.0,22300.0,22222.0,22264.43,-15.0,37.0,823784.0,823784.0
242,ALK,2024-09-24,22300.0,22300.0,22250.0,22298.1,1.0,30.0,668943.0,668943.0
243,ALK,2024-09-23,22299.0,22300.0,22200.0,22295.52,35.0,84.0,1872.824,1872824.0
244,ALK,2024-09-20,22200.0,22300.0,22150.0,22217.21,32.0,61.0,1355.25,1355250.0
245,ALK,2024-09-19,22150.0,22300.0,22100.0,22146.5,-73.0,760.0,16831.341,16831341.0
246,ALK,2024-09-18,22310.0,22350.0,22300.0,22309.76,50.0,123.0,2744.1,2744100.0
247,ALK,2024-09-17,22200.0,22200.0,22198.0,22198.93,89.0,162.0,3596.227,3596227.0
248,ALK,2024-09-16,22004.0,22004.0,22000.0,22002.37,-120.0,57.0,1254.135,1254135.0
249,ALK,2024-09-13,22399.0,22700.0,22151.0,22269.03,64.0,471.0,10488.714,10488714.0
250,ALK,2024-09-12,22002.0,22150.0,22002.0,22126.76,58.0,184.0,4071.324,4071324.0
251,ALK,2024-09-11,22100.0,22100.0,21900.0,21999.92,3.0,211.0,4641.983,4641983.0
252,ALK,2024-09-10,22000.0,22000.0,21963.0,21992.51,14.0,364.0,8005.275,8005275.0
253,ALK,2024-09-06,21993.0,21994.0,21900.0,21962.32,-15.0,367.0,8060.173,8060173.0
254,ALK,2024-09-05,21995.0,21995.0,21994.0,21994.9,40.0,50.0,1099.745,1099745.0
255,ALK,2024-09-04,21995.0,21995.0,21900.0,21906.25,-28.0,32.0,701000.0,701000.0
256,ALK,2024-09-03,22000.0,22000.0,21899.0,21967.9,-12.0,159.0,3492.896,3492896.0
257,ALK,2024-09-02,21950.0,22000.0,21950.0,21993.43,2.0,145.0,3189.048,3189048.0
258,ALK,2024-08-30,22000.0,22000.0,21940.0,21989.63,23.0,185.0,4068.081,4068081.0
259,ALK,2024-08-29,21940.0,21999.0,21900.0,21938.5,-26.0,84.0,1842.834,1842834.0
260,ALK,2024-08-27,21999.0,21999.0,21995.0,21996.62,-1.0,198.0,4355.331,4355331.0
261,ALK,2024-08-26,21999.0,22000.0,21999.0,21999.49,2.0,69.0,1517.965,1517965.0
262,ALK,2024-08-23,21999.0,21999.0,21990.0,21995.2,-2.0,79.0,1737.621,1737621.0
263,ALK,2024-08-22,22000.0,22000.0,21999.0,21999.41,1.0,222.0,4883.87,4883870.0
264,ALK,2024-08-21,22000.0,22000.0,21950.0,21996.57,-3.0,640.0,14077.805,14077805.0
